4.3277,1.2337
-1.3226,7.6502
-3.768,8.5505
-2.1463,6.1444
-1.9938,6.3697
-2.1335,9.534
-3.6499,-8.0311
-10.9362,8.168
5.6693,-0.4459
-3.6841,8.5312
-3.7219,8.2617
-2.4079,6.8772
-2.5294,7.4277
4.9385,1.0728
-10.3942,7.038
-9.4493,-4.8493
-11.6445,6.7963
-8.3887,-8.7014
-6.1006,-4.581
-6.5435,-6.8612
-0.405,6.9115
-7.9735,7.7904
-6.3812,-8.0028
-9.0302,5.8902
-7.9171,8.4598
-3.5246,9.9318
-7.282,6.5585
-7.675,-8.0694
6.2645,3.5539
-5.3874,8.9745
-2.3716,6.0329
-5.0966,8.1709
-4.727,7.9345
5.3974,3.2718
4.261,0.1015
-9.2431,5.8554
-2.5015,8.6624
-7.6504,-8.4689
-3.2134,9.8281
4.2718,0.8426
-3.7885,-4.2471
-2.3786,8.5658
2.3608,1.2468
3.5669,2.9926
5.8592,2.9176
5.0549,3.2139
-4.9631,-7.7675
-3.5292,9.3627
-3.8712,6.8958
-5.8912,7.3764
5.0614,1.0391
-9.1808,-4.9636
-2.065,9.4059
2.8394,1.4714
-6.9074,-7.3131
-9.6341,6.4598
-7.8804,4.8312
3.3141,2.2038
-6.4388,10.2471
-10.1518,5.2493
-4.5529,-6.7066
-7.0365,6.7114
4.7272,0.2587
-7.5316,6.8345
-7.5862,-6.532
-2.4189,12.7091
-1.7263,9.4598
-1.2889,7.168
-0.795,10.1422
-3.8883,11.3392
-8.1392,-7.7792
3.9701,3.2578
3.1676,2.6663
-6.8429,-6.1331
-5.5711,-6.6051
4.2429,6.0534
7.8231,3.5219
-5.9434,-5.9376
-8.7084,7.09
-3.3258,9.1807
-9.8323,8.1794
7.0885,-0.172
5.4962,3.6765
-12.5458,6.1282
-6.3934,-7.0753
-0.3107,8.6756
-0.222,0.4366
3.9798,2.1693
-6.9736,-5.4474
-4.4367,-8.9503
-8.1179,-7.3622
-11.248,7.6287
3.5443,2.2979
-8.86,-4.1329
-6.9082,-8.3839
7.8558,2.924
3.1779,3.1538
-8.5655,7.6959
-1.4015,9.2713
-2.6827,8.5626
-8.113,-6.5146
3.7558,3.2476
-1.2904,11.0486
-6.4133,-4.6671
-8.3582,-6.124
-9.8082,5.7012
-6.7341,-5.9874
-1.9667,8.0466
-2.3597,8.2591
-8.327,-5.851
-4.7029,-5.4412
2.7486,3.35
-8.7655,6.0771
-4.6261,-6.769
-7.8892,10.7296
-7.9727,7.019
-4.3646,7.0336
-9.2509,3.8706
-7.5942,4.0068
-10.0655,-7.6687
-9.9729,5.1901
-8.8363,-5.8756
4.6594,4.1535
3.4511,1.8011
-9.5048,7.8895
-6.3076,8.646
4.167,3.1116
4.5242,2.4849
5.873,4.8184
-7.4491,10.1876
-3.0233,7.8109
-8.6545,-9.939
4.7082,0.9958
-5.8567,-7.3455
-9.8161,7.3946
4.6085,2.1492
-6.3709,6.95
-8.9374,5.507
-8.4037,10.4366
-6.3955,-8.121
-5.1425,-5.6926
5.5784,0.6874
-6.5536,8.1319
-9.2713,-7.7792
-5.8444,-7.4819
-6.8718,-6.8096
-8.4487,5.967
-6.059,-7.1834
-8.2816,6.4175
-7.0428,-6.2775
-9.7269,6.0275
8.1119,-0.8277
-3.5949,-8.0926
-8.3479,6.9949
3.2495,1.8839
-4.5015,9.3096
-11.0562,9.0392
-2.0696,7.9428
4.3047,3.0442
-0.9627,10.4112
-8.7223,6.0316
-4.8352,9.1171
-5.6415,-5.6598
3.6472,3.2518
-6.6992,-6.1085
4.7446,1.3952
5.7608,2.8887
-2.7977,9.4666
-0.1404,10.1654
-6.7331,-8.0396
3.932,3.6066
5.4124,2.7438
-8.6893,8.4506
-7.3289,6.4582
-7.2837,-5.8038
-4.1687,7.22
0.3201,9.2762
3.3697,-0.2991
3.4806,1.6179
5.3056,3.1351
6.8018,-0.1806
-9.0518,-8.9913
-8.3306,6.7006
4.7363,0.3566
-5.9116,-4.8272
6.0709,2.9503
4.4122,2.8556
-6.3035,-6.9292
-2.0231,8.4367
-7.5547,-5.9458
6.3846,1.9885
-2.8387,9.55
-9.1967,5.9622
-4.2357,9.5778
3.3964,1.1329
-4.9204,9.2912
-8.8107,9.8382
-7.5339,9.357
-4.5637,49.6967
32.5044,118.9683
-87.1998,-59.3089
37.5144,17.0212
-8.9747,57.243
34.3428,44.9429
1.8106,-37.7987
42.2235,52.5276
-105.7073,-64.6019
-14.4283,-13.6254
-10.7708,63.8689
-97.1819,-91.6649
8.9541,84.1487
-2.6643,-32.0793
-115.1012,-72.2986
-121.8027,-70.7469
-15.852,-59.9893
32.5332,73.0143
-0.0014,-62.3179
-81.1063,-82.6588
40.8522,67.3985
12.017,-65.9744
0.7118,-28.8801
5.7175,42.9244
-83.571,-51.4321
-24.0962,92.5977
-23.3239,68.1657
-105.0071,-76.1894
20.096,51.0065
-43.3132,71.6904
51.8041,47.6891
11.4488,-30.2699
-14.8193,-30.7515
32.4736,-33.9253
59.1384,44.4688
48.4921,83.2204
-13.7848,-62.2344
-82.13,-89.5949
3.4571,65.501
27.1087,43.7842
6.7348,72.5778
-102.0232,-88.5063
18.9327,78.2388
20.3754,-50.8979
-0.8021,54.2048
4.9477,-51.0788
17.3896,-60.894
3.8835,-61.5422
-128.8105,-73.1791
7.5406,-44.2668
3.7043,-54.6644
2.4614,100.1209
31.2688,61.6595
92.0189,111.3042
17.0231,76.3666
36.2478,75.8586
24.0848,-65.809
39.4419,65.9061
-7.2515,68.71
-15.5227,-22.2654
-21.3337,48.5777
7.7381,66.2558
12.2487,-44.1229
30.6011,79.8577
-128.4107,-84.1534
-18.9368,-38.8347
-76.6982,-81.677
34.4138,77.4676
29.3335,97.9047
11.5747,-49.553
15.1898,80.1663
32.1117,74.6862
50.1816,57.7429
-0.5685,-32.8784
-7.9401,47.5088
-3.7258,50.9636
26.3849,69.7032
-84.6001,-56.8803
-13.4191,107.0467
-85.7412,-74.3564
2.109,-61.1009
-89.2586,-67.311
17.2474,81.8916
1.7868,82.861
-23.9421,56.7539
10.1286,77.0359
36.1443,63.9271
49.714,69.7088
19.0896,45.4891
-24.0232,54.213
-14.7186,91.7183
-71.3884,-80.7283
14.0525,47.2437
17.8766,-33.283
-31.5148,65.335
-90.4022,-74.3883
54.6337,56.7901
15.6755,-40.2763
-49.1338,63.7327
-19.0982,56.1143
-13.1428,83.1956
-116.1063,-71.9588
49.3018,78.2605
0.5385,85.4384
-98.9057,-68.4819
32.9657,-21.202
-101.7396,-58.0126
-8.7608,52.5446
-102.3582,-79.4702
46.5332,61.2902
8.2932,52.5649
4.0653,62.2714
-83.6003,-74.7905
-107.7388,-81.6754
32.817,54.7463
54.0134,61.1567
19.9378,-63.931
-94.0902,-81.1836
-131.0259,-71.74
-9.5778,-46.6851
61.6944,67.2656
11.9987,-60.3768
36.8296,-49.9797
8.7907,-53.5202
5.8386,-40.5011
47.2906,97.5139
28.1772,-70.3226
-107.6402,-34.5094
-16.9895,98.8093
-112.0711,-69.4099
19.3941,54.8612
27.1144,76.9753
-8.7446,66.5625
36.16,-44.2809
-104.0926,-77.7356
26.5253,-69.6854
20.1611,55.0671
-45.3243,67.7621
20.3576,69.485
-16.8888,-61.37
-98.7023,-78.243
34.3999,55.6991
27.3747,48.1074
-9.5523,61.7457
26.6839,65.0228
-90.959,-67.5386
28.6261,41.9507
-58.2362,-105.2791
-113.0695,-91.6228
10.3139,-36.709
19.5063,64.0433
3.5197,93.9083
22.9161,-44.6171
13.4415,-55.6123
-6.2161,62.3993
-99.3431,-60.7921
-12.274,-60.7837
-17.7499,76.5609
-13.773,59.9138
-76.7378,-81.0534
14.6781,77.8885
-6.0687,-38.9635
-4.546,-44.0465
-15.23,60.8073
-13.5698,88.5804
-10.5807,43.6817
-13.9328,-42.7079
44.8678,38.3205
-112.9949,-69.7099
-76.2181,-90.9334
0.0712,76.5346
-22.8129,65.7143
-108.4979,-80.2204
-97.0103,-80.7463
19.0328,-34.0228
-24.4696,67.3053
-12.5447,-53.9375
10.6674,-43.9929
-83.5625,-105.5335
-90.0104,-91.6082
7.4868,-57.6721
-21.9353,78.6928
-19.573,62.9209
2.3253,-62.1159
60.4774,59.2371
57.0036,64.1263
43.1608,-46.8043
-9.2249,73.8639
-116.9478,-55.0633
47.1407,77.04
44.4662,71.0679
-25.0255,120.9336
0.5144,-54.3487
-7.1859,63.3407
-13.3324,54.5827
-5.4197,-56.7451
-100.6746,-60.6352
46.2322,85.4921
19.9377,-51.1653
10.4579,58.123
-3.8005,44.8136
5.1003,-65.7621
-17.5569,87.2039
22.1,-32.9307
18.9843,79.3082
-35.9187,-43.8264
-116.5048,-76.0038
-9.0425,40.6827
19.646,-23.9028
-24.4993,64.8311
-83.4616,-89.6507
37.3631,75.561
-8.0765,109.5903
-20.6902,-46.3481
-16.9083,-38.7887
-4.0416,75.4932
39.2001,-52.5868
50.556,44.4162
3.1991,-63.3915
-118.2207,-89.851
44.4836,65.7897
-119.3948,-101.3599
-93.2994,-55.6652
39.0804,86.8906
-93.7098,-60.2169
-19.7667,47.5854
45.7514,79.9937
-96.6772,-43.6989
5.527,66.9186
-103.2267,-64.2007
-118.1221,-61.7497
-129.7863,-63.9294
-105.1325,-67.6395
38.2807,101.1843
-0.0729,-32.0734
11.5434,76.6513
-8.9809,56.531
-86.1491,-79.3851
26.4869,23.89
-109.6048,-72.0231
-23.1461,81.3021
18.7718,-45.8923
-117.2616,-72.8641
27.5905,78.8427
5.9058,-81.6334
-94.1781,-85.5004
1.3088,65.5125
30.1167,69.7003
-12.4509,55.8193
-25.6628,60.0846
-103.8383,-106.9502
-34.1513,78.4877
-6.0301,55.3498
45.5123,54.6037
-10.7649,-42.899
26.1579,67.6552
3.7874,-43.491
31.4195,50.1198
52.3196,37.537
39.5442,75.8618
19.8868,-37.881
28.1249,-30.042
-15.6615,81.4282
-128.0274,-75.3229
-87.894,-101.5341
-133.6351,-73.2538
-93.7958,-77.6673
20.3633,-37.9026
2.1154,86.3548
-47.0901,80.3433
-73.9794,-80.3813
39.8029,-49.4756
53.4401,61.1622
-11.7606,58.6814
-97.6646,-72.8404
-91.575,-91.8536
-118.9249,-72.1104
-20.7387,75.8605
53.4804,63.0325
10.3141,-43.9019
-9.1393,-52.5723
-11.665,-62.8126
15.7513,85.4996
7.6719,86.8846
4.9028,-56.9627
-4.2524,-25.5841
23.237,96.1528
-17.7182,84.2142
-19.3742,76.1614
-80.0016,-75.223
-101.0002,-78.2486
46.6121,51.9965
-102.551,-93.4523
-97.2029,-52.4702
0.8272,26.384
-99.8787,-79.4063
33.9464,70.809
-106.9409,-84.4595
-101.379,-76.977
-119.1137,-81.8585
